Well,Gradient,Constituent,CAS,Units,Date,MDL,PQL,Flags,Obs,key
ARAMW-1,d,Antimony,7440-36-0,mg/L,8/20/2020,,0.002,ND,,ARAMW-1-8/20/2020-Antimony
ARAMW-1,d,Antimony,7440-36-0,mg/L,9/9/2021,,0.002,ND,,ARAMW-1-9/9/2021-Antimony
ARAMW-1,d,Antimony,7440-36-0,mg/L,2/3/2022,,0.002,ND,,ARAMW-1-2/3/2022-Antimony
ARAMW-1,d,Antimony,7440-36-0,mg/L,9/2/2022,,0.003,ND,,ARAMW-1-9/2/2022-Antimony
ARAMW-1,d,Antimony,7440-36-0,mg/L,1/31/2023,,0.003,ND,,ARAMW-1-1/31/2023-Antimony
ARAMW-2,d,Antimony,7440-36-0,mg/L,8/20/2020,,0.002,ND,,ARAMW-2-8/20/2020-Antimony
ARAMW-2,d,Antimony,7440-36-0,mg/L,9/10/2021,,0.002,ND,,ARAMW-2-9/10/2021-Antimony
ARAMW-2,d,Antimony,7440-36-0,mg/L,2/3/2022,,0.002,ND,,ARAMW-2-2/3/2022-Antimony
ARAMW-2,d,Antimony,7440-36-0,mg/L,9/2/2022,,0.003,ND,,ARAMW-2-9/2/2022-Antimony
ARAMW-2,d,Antimony,7440-36-0,mg/L,1/31/2023,,0.003,ND,,ARAMW-2-1/31/2023-Antimony
ARAMW-7,d,Antimony,7440-36-0,mg/L,9/10/2021,,0.002,ND,,ARAMW-7-9/10/2021-Antimony
ARAMW-7,d,Antimony,7440-36-0,mg/L,2/2/2022,,0.002,ND,,ARAMW-7-2/2/2022-Antimony
ARAMW-7,d,Antimony,7440-36-0,mg/L,9/7/2022,,0.003,ND,,ARAMW-7-9/7/2022-Antimony
ARAMW-7,d,Antimony,7440-36-0,mg/L,1/31/2023,,0.003,ND,,ARAMW-7-1/31/2023-Antimony
ARAMW-8,d,Antimony,7440-36-0,mg/L,9/9/2021,,0.002,ND,,ARAMW-8-9/9/2021-Antimony
ARAMW-8,d,Antimony,7440-36-0,mg/L,2/3/2022,,0.002,ND,,ARAMW-8-2/3/2022-Antimony
ARAMW-8,d,Antimony,7440-36-0,mg/L,9/2/2022,,0.003,ND,,ARAMW-8-9/2/2022-Antimony
ARAMW-8,d,Antimony,7440-36-0,mg/L,1/31/2023,,0.003,ND,,ARAMW-8-1/31/2023-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,8/29/2016,0.0025,,ND,,ARGWA-19-8/29/2016-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,10/24/2016,0.003,,ND,,ARGWA-19-10/24/2016-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,1/25/2017,0.0025,,ND,,ARGWA-19-1/25/2017-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,4/10/2017,0.0025,,ND,,ARGWA-19-4/10/2017-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,6/19/2017,0.0025,,ND,,ARGWA-19-6/19/2017-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,10/24/2017,0.0025,,ND,,ARGWA-19-10/24/2017-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,4/10/2018,0.0025,,ND,,ARGWA-19-4/10/2018-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,10/16/2018,0.0025,,ND,,ARGWA-19-10/16/2018-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,8/20/2019,,0.002,ND,,ARGWA-19-8/20/2019-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,8/19/2020,,0.002,ND,,ARGWA-19-8/19/2020-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,9/7/2021,,0.002,ND,,ARGWA-19-9/7/2021-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,2/1/2022,,0.002,ND,,ARGWA-19-2/1/2022-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,9/1/2022,,0.003,ND,,ARGWA-19-9/1/2022-Antimony
ARGWA-19,u,Antimony,7440-36-0,mg/L,1/31/2023,,0.003,ND,,ARGWA-19-1/31/2023-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,8/29/2016,0.0025,,ND,,ARGWA-20-8/29/2016-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,10/24/2016,0.003,,ND,,ARGWA-20-10/24/2016-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,1/25/2017,0.0025,,ND,,ARGWA-20-1/25/2017-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,4/10/2017,0.0025,,ND,,ARGWA-20-4/10/2017-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,6/20/2017,0.0025,,ND,,ARGWA-20-6/20/2017-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,10/24/2017,0.0025,,ND,,ARGWA-20-10/24/2017-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,4/9/2018,0.0025,,ND,,ARGWA-20-4/9/2018-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,10/16/2018,0.0025,,ND,,ARGWA-20-10/16/2018-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,8/20/2019,,0.002,ND,,ARGWA-20-8/20/2019-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,8/19/2020,,0.002,ND,,ARGWA-20-8/19/2020-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,9/8/2021,,0.002,ND,,ARGWA-20-9/8/2021-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,2/1/2022,,0.002,ND,,ARGWA-20-2/1/2022-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,9/2/2022,,0.003,ND,,ARGWA-20-9/2/2022-Antimony
ARGWA-20,u,Antimony,7440-36-0,mg/L,2/1/2023,,0.003,ND,,ARGWA-20-2/1/2023-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,8/30/2016,0.0025,,ND,,ARGWC-21-8/30/2016-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,10/26/2016,0.003,,ND,,ARGWC-21-10/26/2016-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,1/25/2017,0.0025,,ND,,ARGWC-21-1/25/2017-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,4/10/2017,0.0025,,ND,,ARGWC-21-4/10/2017-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,6/19/2017,0.0025,,ND,,ARGWC-21-6/19/2017-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,10/24/2017,0.0025,,ND,,ARGWC-21-10/24/2017-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,4/10/2018,0.0025,,ND,,ARGWC-21-4/10/2018-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,10/16/2018,0.0025,,ND,,ARGWC-21-10/16/2018-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,8/20/2019,,0.002,ND,,ARGWC-21-8/20/2019-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,8/21/2020,,0.002,ND,,ARGWC-21-8/21/2020-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,9/8/2021,,0.002,ND,,ARGWC-21-9/8/2021-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,2/1/2022,,0.002,ND,,ARGWC-21-2/1/2022-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,9/1/2022,,0.003,ND,,ARGWC-21-9/1/2022-Antimony
ARGWC-21,d,Antimony,7440-36-0,mg/L,1/31/2023,,0.003,ND,,ARGWC-21-1/31/2023-Antimony
ARGWC-22,d,Antimony,7440-36-0,mg/L,12/16/2019,,0.002,ND,,ARGWC-22-12/16/2019-Antimony
ARGWC-22,d,Antimony,7440-36-0,mg/L,1/14/2020,,0.002,ND,,ARGWC-22-1/14/2020-Antimony
ARGWC-22,d,Antimony,7440-36-0,mg/L,2/11/2020,,0.002,ND,,ARGWC-22-2/11/2020-Antimony
ARGWC-22,d,Antimony,7440-36-0,mg/L,3/9/2020,,0.002,ND,,ARGWC-22-3/9/2020-Antimony
ARGWC-22,d,Antimony,7440-36-0,mg/L,5/27/2020,,0.002,ND,,ARGWC-22-5/27/2020-Antimony
ARGWC-22,d,Antimony,7440-36-0,mg/L,7/15/2020,,0.002,ND,,ARGWC-22-7/15/2020-Antimony
ARGWC-22,d,Antimony,7440-36-0,mg/L,8/19/2020,,0.002,ND,,ARGWC-22-8/19/2020-Antimony
ARGWC-22,d,Antimony,7440-36-0,mg/L,9/22/2020,,0.002,ND,,ARGWC-22-9/22/2020-Antimony
ARGWC-22,d,Antimony,7440-36-0,mg/L,9/10/2021,,0.002,ND,,ARGWC-22-9/10/2021-Antimony
ARGWC-22,d,Antimony,7440-36-0,mg/L,2/2/2022,,0.002,ND,,ARGWC-22-2/2/2022-Antimony
ARGWC-22,d,Antimony,7440-36-0,mg/L,9/6/2022,,0.003,ND,,ARGWC-22-9/6/2022-Antimony
ARGWC-22,d,Antimony,7440-36-0,mg/L,1/31/2023,,0.003,ND,,ARGWC-22-1/31/2023-Antimony
ARGWC-23,d,Antimony,7440-36-0,mg/L,12/16/2019,,0.002,ND,,ARGWC-23-12/16/2019-Antimony
ARGWC-23,d,Antimony,7440-36-0,mg/L,1/14/2020,,0.002,ND,,ARGWC-23-1/14/2020-Antimony
ARGWC-23,d,Antimony,7440-36-0,mg/L,2/11/2020,,0.002,ND,,ARGWC-23-2/11/2020-Antimony
ARGWC-23,d,Antimony,7440-36-0,mg/L,3/9/2020,,0.002,ND,,ARGWC-23-3/9/2020-Antimony
ARGWC-23,d,Antimony,7440-36-0,mg/L,5/27/2020,,0.002,ND,,ARGWC-23-5/27/2020-Antimony
ARGWC-23,d,Antimony,7440-36-0,mg/L,7/15/2020,,0.002,ND,,ARGWC-23-7/15/2020-Antimony
ARGWC-23,d,Antimony,7440-36-0,mg/L,8/20/2020,,0.002,ND,,ARGWC-23-8/20/2020-Antimony
ARGWC-23,d,Antimony,7440-36-0,mg/L,9/22/2020,,0.002,ND,,ARGWC-23-9/22/2020-Antimony
ARGWC-23,d,Antimony,7440-36-0,mg/L,9/9/2021,,0.002,ND,,ARGWC-23-9/9/2021-Antimony
ARGWC-23,d,Antimony,7440-36-0,mg/L,2/3/2022,,0.002,ND,,ARGWC-23-2/3/2022-Antimony
ARGWC-23,d,Antimony,7440-36-0,mg/L,9/6/2022,,0.003,ND,,ARGWC-23-9/6/2022-Antimony
ARGWC-23,d,Antimony,7440-36-0,mg/L,1/31/2023,,0.003,ND,,ARGWC-23-1/31/2023-Antimony
ARAMW-9,d,Antimony,7440-36-0,mg/L,2/1/2023,,0.003,ND,,ARAMW-9-2/1/2023-Antimony
ARAMW-1,d,Arsenic,,mg/L,8/20/2020,,0.001,ND,,ARAMW-1-8/20/2020-Arsenic
ARAMW-1,d,Arsenic,,mg/L,9/30/2020,,0.001,ND,,ARAMW-1-9/30/2020-Arsenic
ARAMW-1,d,Arsenic,,mg/L,2/10/2021,,0.001,ND,,ARAMW-1-2/10/2021-Arsenic
ARAMW-1,d,Arsenic,,mg/L,9/9/2021,,0.001,ND,,ARAMW-1-9/9/2021-Arsenic
ARAMW-1,d,Arsenic,,mg/L,2/3/2022,,0.001,ND,,ARAMW-1-2/3/2022-Arsenic
ARAMW-1,d,Arsenic,,mg/L,9/2/2022,0.002,0.005,J,0.00233,ARAMW-1-9/2/2022-Arsenic
ARAMW-1,d,Arsenic,,mg/L,1/31/2023,,0.005,ND,,ARAMW-1-1/31/2023-Arsenic
ARAMW-2,d,Arsenic,,mg/L,8/20/2020,,,,0.084,ARAMW-2-8/20/2020-Arsenic
ARAMW-2,d,Arsenic,,mg/L,10/1/2020,,,,0.0085,ARAMW-2-10/1/2020-Arsenic
ARAMW-2,d,Arsenic,,mg/L,2/11/2021,,,,0.015,ARAMW-2-2/11/2021-Arsenic
ARAMW-2,d,Arsenic,,mg/L,9/10/2021,0.00031,0.001,,0.044,ARAMW-2-9/10/2021-Arsenic
ARAMW-2,d,Arsenic,,mg/L,2/3/2022,0.00028,0.001,,0.0092,ARAMW-2-2/3/2022-Arsenic
ARAMW-2,d,Arsenic,,mg/L,9/2/2022,0.002,0.005,,0.0158,ARAMW-2-9/2/2022-Arsenic
ARAMW-2,d,Arsenic,,mg/L,1/31/2023,0.002,0.005,J,0.00363,ARAMW-2-1/31/2023-Arsenic
ARAMW-7,d,Arsenic,,mg/L,2/11/2021,,,J,0.00075,ARAMW-7-2/11/2021-Arsenic
ARAMW-7,d,Arsenic,,mg/L,9/10/2021,,0.001,ND,,ARAMW-7-9/10/2021-Arsenic
ARAMW-7,d,Arsenic,,mg/L,2/2/2022,0.00028,0.001,J,0.00035,ARAMW-7-2/2/2022-Arsenic
ARAMW-7,d,Arsenic,,mg/L,9/7/2022,,0.005,ND,,ARAMW-7-9/7/2022-Arsenic
ARAMW-7,d,Arsenic,,mg/L,1/31/2023,0.002,0.005,J,0.00286,ARAMW-7-1/31/2023-Arsenic
ARAMW-8,d,Arsenic,,mg/L,2/11/2021,,,J,0.00046,ARAMW-8-2/11/2021-Arsenic
ARAMW-8,d,Arsenic,,mg/L,9/9/2021,,0.001,ND,,ARAMW-8-9/9/2021-Arsenic
ARAMW-8,d,Arsenic,,mg/L,2/3/2022,0.00028,0.001,J,0.00031,ARAMW-8-2/3/2022-Arsenic
ARAMW-8,d,Arsenic,,mg/L,9/2/2022,0.002,0.005,J,0.00206,ARAMW-8-9/2/2022-Arsenic
ARAMW-8,d,Arsenic,,mg/L,1/31/2023,,0.005,ND,,ARAMW-8-1/31/2023-Arsenic
ARGWA-19,u,Arsenic,,mg/L,5/5/2009,0.001,,ND,,ARGWA-19-5/5/2009-Arsenic
ARGWA-19,u,Arsenic,,mg/L,12/5/2009,0.005,,ND,,ARGWA-19-12/5/2009-Arsenic
ARGWA-19,u,Arsenic,,mg/L,6/1/2010,0.005,,ND,,ARGWA-19-6/1/2010-Arsenic
ARGWA-19,u,Arsenic,,mg/L,11/11/2010,0.005,,ND,,ARGWA-19-11/11/2010-Arsenic
ARGWA-19,u,Arsenic,,mg/L,5/17/2011,0.005,,ND,,ARGWA-19-5/17/2011-Arsenic
ARGWA-19,u,Arsenic,,mg/L,11/8/2011,0.005,,ND,,ARGWA-19-11/8/2011-Arsenic
ARGWA-19,u,Arsenic,,mg/L,5/16/2012,0.0012,,ND,,ARGWA-19-5/16/2012-Arsenic
ARGWA-19,u,Arsenic,,mg/L,5/14/2013,0.005,,ND,,ARGWA-19-5/14/2013-Arsenic
ARGWA-19,u,Arsenic,,mg/L,11/5/2013,0.005,,ND,,ARGWA-19-11/5/2013-Arsenic
ARGWA-19,u,Arsenic,,mg/L,6/9/2014,0.005,,ND,,ARGWA-19-6/9/2014-Arsenic
ARGWA-19,u,Arsenic,,mg/L,11/19/2014,0.005,,ND,,ARGWA-19-11/19/2014-Arsenic
ARGWA-19,u,Arsenic,,mg/L,4/14/2015,0.005,,ND,,ARGWA-19-4/14/2015-Arsenic
ARGWA-19,u,Arsenic,,mg/L,11/4/2015,0.005,,ND,,ARGWA-19-11/4/2015-Arsenic
ARGWA-19,u,Arsenic,,mg/L,6/22/2016,0.0013,,ND,,ARGWA-19-6/22/2016-Arsenic
ARGWA-19,u,Arsenic,,mg/L,8/29/2016,0.0013,,ND,,ARGWA-19-8/29/2016-Arsenic
ARGWA-19,u,Arsenic,,mg/L,10/24/2016,0.005,,ND,,ARGWA-19-10/24/2016-Arsenic
ARGWA-19,u,Arsenic,,mg/L,1/25/2017,0.0013,,ND,,ARGWA-19-1/25/2017-Arsenic
ARGWA-19,u,Arsenic,,mg/L,4/10/2017,0.0013,,ND,,ARGWA-19-4/10/2017-Arsenic
ARGWA-19,u,Arsenic,,mg/L,6/19/2017,0.0013,,ND,,ARGWA-19-6/19/2017-Arsenic
ARGWA-19,u,Arsenic,,mg/L,10/24/2017,0.0013,,ND,,ARGWA-19-10/24/2017-Arsenic
ARGWA-19,u,Arsenic,,mg/L,4/10/2018,0.0013,,ND,,ARGWA-19-4/10/2018-Arsenic
ARGWA-19,u,Arsenic,,mg/L,10/16/2018,0.0013,,ND,,ARGWA-19-10/16/2018-Arsenic
ARGWA-19,u,Arsenic,,mg/L,3/26/2019,,0.0013,ND,,ARGWA-19-3/26/2019-Arsenic
ARGWA-19,u,Arsenic,,mg/L,8/20/2019,,,J,0.00036,ARGWA-19-8/20/2019-Arsenic
ARGWA-19,u,Arsenic,,mg/L,10/7/2019,,0.0013,ND,,ARGWA-19-10/7/2019-Arsenic
ARGWA-19,u,Arsenic,,mg/L,4/7/2020,,,J,0.0006,ARGWA-19-4/7/2020-Arsenic
ARGWA-19,u,Arsenic,,mg/L,8/19/2020,,0.001,ND,,ARGWA-19-8/19/2020-Arsenic
ARGWA-19,u,Arsenic,,mg/L,9/29/2020,,0.001,ND,,ARGWA-19-9/29/2020-Arsenic
ARGWA-19,u,Arsenic,,mg/L,2/9/2021,0.001,,ND,,ARGWA-19-2/9/2021-Arsenic
ARGWA-19,u,Arsenic,,mg/L,9/7/2021,,0.001,ND,,ARGWA-19-9/7/2021-Arsenic
ARGWA-19,u,Arsenic,,mg/L,2/1/2022,,0.001,ND,,ARGWA-19-2/1/2022-Arsenic
ARGWA-19,u,Arsenic,,mg/L,9/1/2022,,0.005,ND,,ARGWA-19-9/1/2022-Arsenic
ARGWA-19,u,Arsenic,,mg/L,1/31/2023,,0.005,ND,,ARGWA-19-1/31/2023-Arsenic
ARGWA-20,u,Arsenic,,mg/L,5/15/2009,,,,0.0015,ARGWA-20-5/15/2009-Arsenic
ARGWA-20,u,Arsenic,,mg/L,12/5/2009,0.005,,ND,,ARGWA-20-12/5/2009-Arsenic
ARGWA-20,u,Arsenic,,mg/L,6/1/2010,0.005,,ND,,ARGWA-20-6/1/2010-Arsenic
ARGWA-20,u,Arsenic,,mg/L,11/11/2010,0.005,,ND,,ARGWA-20-11/11/2010-Arsenic
ARGWA-20,u,Arsenic,,mg/L,5/17/2011,0.005,,ND,,ARGWA-20-5/17/2011-Arsenic
ARGWA-20,u,Arsenic,,mg/L,11/8/2011,0.005,,ND,,ARGWA-20-11/8/2011-Arsenic
ARGWA-20,u,Arsenic,,mg/L,5/16/2012,0.0012,,ND,,ARGWA-20-5/16/2012-Arsenic
ARGWA-20,u,Arsenic,,mg/L,5/14/2013,0.005,,ND,,ARGWA-20-5/14/2013-Arsenic
ARGWA-20,u,Arsenic,,mg/L,11/5/2013,0.005,,ND,,ARGWA-20-11/5/2013-Arsenic
ARGWA-20,u,Arsenic,,mg/L,6/9/2014,0.005,,ND,,ARGWA-20-6/9/2014-Arsenic
ARGWA-20,u,Arsenic,,mg/L,11/18/2014,0.005,,ND,,ARGWA-20-11/18/2014-Arsenic
ARGWA-20,u,Arsenic,,mg/L,4/14/2015,0.005,,ND,,ARGWA-20-4/14/2015-Arsenic
ARGWA-20,u,Arsenic,,mg/L,11/4/2015,0.005,,ND,,ARGWA-20-11/4/2015-Arsenic
ARGWA-20,u,Arsenic,,mg/L,6/22/2016,,,J,0.00084,ARGWA-20-6/22/2016-Arsenic
ARGWA-20,u,Arsenic,,mg/L,8/29/2016,,,J,0.00049,ARGWA-20-8/29/2016-Arsenic
ARGWA-20,u,Arsenic,,mg/L,10/24/2016,0.005,,ND,,ARGWA-20-10/24/2016-Arsenic
ARGWA-20,u,Arsenic,,mg/L,1/25/2017,0.0013,,ND,,ARGWA-20-1/25/2017-Arsenic
ARGWA-20,u,Arsenic,,mg/L,4/10/2017,,,J,0.00056,ARGWA-20-4/10/2017-Arsenic
ARGWA-20,u,Arsenic,,mg/L,6/20/2017,,,J,0.00068,ARGWA-20-6/20/2017-Arsenic
ARGWA-20,u,Arsenic,,mg/L,10/24/2017,0.0013,,ND,,ARGWA-20-10/24/2017-Arsenic
ARGWA-20,u,Arsenic,,mg/L,4/9/2018,0.0013,,ND,,ARGWA-20-4/9/2018-Arsenic
ARGWA-20,u,Arsenic,,mg/L,10/16/2018,0.0013,,ND,,ARGWA-20-10/16/2018-Arsenic
ARGWA-20,u,Arsenic,,mg/L,3/27/2019,,0.0013,ND,,ARGWA-20-3/27/2019-Arsenic
ARGWA-20,u,Arsenic,,mg/L,8/20/2019,,,J,0.00047,ARGWA-20-8/20/2019-Arsenic
ARGWA-20,u,Arsenic,,mg/L,10/7/2019,,0.0013,ND,,ARGWA-20-10/7/2019-Arsenic
ARGWA-20,u,Arsenic,,mg/L,4/6/2020,,,J,0.00042,ARGWA-20-4/6/2020-Arsenic
ARGWA-20,u,Arsenic,,mg/L,8/19/2020,,0.001,ND,,ARGWA-20-8/19/2020-Arsenic
ARGWA-20,u,Arsenic,,mg/L,9/30/2020,,0.001,ND,,ARGWA-20-9/30/2020-Arsenic
ARGWA-20,u,Arsenic,,mg/L,2/9/2021,,0.001,ND,,ARGWA-20-2/9/2021-Arsenic
ARGWA-20,u,Arsenic,,mg/L,9/8/2021,,0.001,ND,,ARGWA-20-9/8/2021-Arsenic
ARGWA-20,u,Arsenic,,mg/L,2/1/2022,,0.001,ND,,ARGWA-20-2/1/2022-Arsenic
ARGWA-20,u,Arsenic,,mg/L,9/2/2022,,0.005,ND,,ARGWA-20-9/2/2022-Arsenic
ARGWA-20,u,Arsenic,,mg/L,2/1/2023,,0.005,ND,,ARGWA-20-2/1/2023-Arsenic
ARGWC-21,d,Arsenic,,mg/L,5/14/2009,,,,0.0022,ARGWC-21-5/14/2009-Arsenic
ARGWC-21,d,Arsenic,,mg/L,12/5/2009,0.005,,ND,,ARGWC-21-12/5/2009-Arsenic
ARGWC-21,d,Arsenic,,mg/L,6/2/2010,0.005,,ND,,ARGWC-21-6/2/2010-Arsenic
ARGWC-21,d,Arsenic,,mg/L,11/11/2010,0.005,,ND,,ARGWC-21-11/11/2010-Arsenic
ARGWC-21,d,Arsenic,,mg/L,5/17/2011,0.005,,ND,,ARGWC-21-5/17/2011-Arsenic
ARGWC-21,d,Arsenic,,mg/L,11/8/2011,0.005,,ND,,ARGWC-21-11/8/2011-Arsenic
ARGWC-21,d,Arsenic,,mg/L,5/16/2012,,,J,0.002,ARGWC-21-5/16/2012-Arsenic
ARGWC-21,d,Arsenic,,mg/L,5/14/2013,0.005,,ND,,ARGWC-21-5/14/2013-Arsenic
ARGWC-21,d,Arsenic,,mg/L,11/5/2013,0.005,,ND,,ARGWC-21-11/5/2013-Arsenic
ARGWC-21,d,Arsenic,,mg/L,6/9/2014,0.005,,ND,,ARGWC-21-6/9/2014-Arsenic
ARGWC-21,d,Arsenic,,mg/L,11/18/2014,0.005,,ND,,ARGWC-21-11/18/2014-Arsenic
ARGWC-21,d,Arsenic,,mg/L,4/14/2015,0.005,,ND,,ARGWC-21-4/14/2015-Arsenic
ARGWC-21,d,Arsenic,,mg/L,10/29/2015,0.005,,ND,,ARGWC-21-10/29/2015-Arsenic
ARGWC-21,d,Arsenic,,mg/L,6/23/2016,,,J,0.0011,ARGWC-21-6/23/2016-Arsenic
ARGWC-21,d,Arsenic,,mg/L,8/30/2016,,,,0.002,ARGWC-21-8/30/2016-Arsenic
ARGWC-21,d,Arsenic,,mg/L,10/26/2016,,,J,0.0019,ARGWC-21-10/26/2016-Arsenic
ARGWC-21,d,Arsenic,,mg/L,1/25/2017,,,,0.0017,ARGWC-21-1/25/2017-Arsenic
ARGWC-21,d,Arsenic,,mg/L,4/10/2017,,,,0.002,ARGWC-21-4/10/2017-Arsenic
ARGWC-21,d,Arsenic,,mg/L,6/19/2017,,,,0.0026,ARGWC-21-6/19/2017-Arsenic
ARGWC-21,d,Arsenic,,mg/L,10/24/2017,,,,0.0021,ARGWC-21-10/24/2017-Arsenic
ARGWC-21,d,Arsenic,,mg/L,4/10/2018,,,,0.0022,ARGWC-21-4/10/2018-Arsenic
ARGWC-21,d,Arsenic,,mg/L,10/16/2018,,,,0.0021,ARGWC-21-10/16/2018-Arsenic
ARGWC-21,d,Arsenic,,mg/L,3/27/2019,,,J,0.0011,ARGWC-21-3/27/2019-Arsenic
ARGWC-21,d,Arsenic,,mg/L,8/20/2019,,,,0.002,ARGWC-21-8/20/2019-Arsenic
ARGWC-21,d,Arsenic,,mg/L,10/8/2019,,,J,0.0012,ARGWC-21-10/8/2019-Arsenic
ARGWC-21,d,Arsenic,,mg/L,4/7/2020,,,J,0.00054,ARGWC-21-4/7/2020-Arsenic
ARGWC-21,d,Arsenic,,mg/L,8/21/2020,,0.001,ND,,ARGWC-21-8/21/2020-Arsenic
ARGWC-21,d,Arsenic,,mg/L,10/1/2020,,0.001,ND,,ARGWC-21-10/1/2020-Arsenic
ARGWC-21,d,Arsenic,,mg/L,2/10/2021,,0.001,ND,,ARGWC-21-2/10/2021-Arsenic
ARGWC-21,d,Arsenic,,mg/L,9/8/2021,,0.001,ND,,ARGWC-21-9/8/2021-Arsenic
ARGWC-21,d,Arsenic,,mg/L,2/1/2022,,0.001,ND,,ARGWC-21-2/1/2022-Arsenic
ARGWC-21,d,Arsenic,,mg/L,9/1/2022,0.002,0.005,J,0.00207,ARGWC-21-9/1/2022-Arsenic
ARGWC-21,d,Arsenic,,mg/L,1/31/2023,,0.005,ND,,ARGWC-21-1/31/2023-Arsenic
ARGWC-22,d,Arsenic,,mg/L,12/16/2019,,,J,0.00066,ARGWC-22-12/16/2019-Arsenic
ARGWC-22,d,Arsenic,,mg/L,1/14/2020,,,J,0.00038,ARGWC-22-1/14/2020-Arsenic
ARGWC-22,d,Arsenic,,mg/L,2/11/2020,,,J,0.0004,ARGWC-22-2/11/2020-Arsenic
ARGWC-22,d,Arsenic,,mg/L,3/9/2020,,0.005,ND,,ARGWC-22-3/9/2020-Arsenic
ARGWC-22,d,Arsenic,,mg/L,4/7/2020,,0.001,ND,,ARGWC-22-4/7/2020-Arsenic
ARGWC-22,d,Arsenic,,mg/L,5/27/2020,,0.001,ND,,ARGWC-22-5/27/2020-Arsenic
ARGWC-22,d,Arsenic,,mg/L,7/15/2020,,0.001,ND,,ARGWC-22-7/15/2020-Arsenic
ARGWC-22,d,Arsenic,,mg/L,8/19/2020,,0.001,ND,,ARGWC-22-8/19/2020-Arsenic
ARGWC-22,d,Arsenic,,mg/L,9/22/2020,,0.001,ND,,ARGWC-22-9/22/2020-Arsenic
ARGWC-22,d,Arsenic,,mg/L,9/30/2020,,0.001,ND,,ARGWC-22-9/30/2020-Arsenic
ARGWC-22,d,Arsenic,,mg/L,2/10/2021,,0.001,ND,,ARGWC-22-2/10/2021-Arsenic
ARGWC-22,d,Arsenic,,mg/L,9/10/2021,,0.001,ND,,ARGWC-22-9/10/2021-Arsenic
ARGWC-22,d,Arsenic,,mg/L,2/2/2022,,0.001,ND,,ARGWC-22-2/2/2022-Arsenic
ARGWC-22,d,Arsenic,,mg/L,9/6/2022,,0.005,ND,,ARGWC-22-9/6/2022-Arsenic
ARGWC-22,d,Arsenic,,mg/L,1/31/2023,0.002,0.005,J,0.00221,ARGWC-22-1/31/2023-Arsenic
ARGWC-23,d,Arsenic,,mg/L,12/16/2019,,,J,0.00075,ARGWC-23-12/16/2019-Arsenic
ARGWC-23,d,Arsenic,,mg/L,1/14/2020,,,J,0.00042,ARGWC-23-1/14/2020-Arsenic
ARGWC-23,d,Arsenic,,mg/L,2/11/2020,,0.001,ND,,ARGWC-23-2/11/2020-Arsenic
ARGWC-23,d,Arsenic,,mg/L,3/9/2020,,0.001,ND,,ARGWC-23-3/9/2020-Arsenic
ARGWC-23,d,Arsenic,,mg/L,4/7/2020,,0.001,ND,,ARGWC-23-4/7/2020-Arsenic
ARGWC-23,d,Arsenic,,mg/L,5/27/2020,,0.001,ND,,ARGWC-23-5/27/2020-Arsenic
